longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,avg_household_size,avg_rooms_per_house,ratio_dayrooms_bedrooms,bedrooms_per_person,oc_pr_<1H OCEAN,oc_pr_INLAND,oc_pr_ISLAND,oc_pr_NEAR BAY,oc_pr_NEAR OCEAN,median_house_value
-122.28,37.82,52.0,1238.0,288.0,622.0,259.0,1.5057,2.4015444015444016,4.77992277992278,3.298611111111111,0.4630225080385852,0,0,0,1,0,87500.0
-122.28,37.82,52.0,1489.0,335.0,728.0,244.0,0.8172,2.9836065573770494,6.102459016393443,3.444776119402985,0.46016483516483514,0,0,0,1,0,85300.0
-122.28,37.82,52.0,1387.0,341.0,1074.0,304.0,1.2171,3.5328947368421053,4.5625,3.067448680351906,0.31750465549348234,0,0,0,1,0,80300.0
-122.29,37.82,2.0,158.0,43.0,94.0,57.0,2.5625,1.6491228070175439,2.7719298245614037,2.6744186046511627,0.4574468085106383,0,0,0,1,0,60000.0
-122.29,37.83,52.0,1121.0,211.0,554.0,187.0,3.3929,2.962566844919786,5.994652406417113,4.312796208530806,0.38086642599277976,0,0,0,1,0,75700.0
-122.29,37.82,49.0,135.0,29.0,86.0,23.0,6.1183,3.739130434782609,5.869565217391305,3.6551724137931036,0.3372093023255814,0,0,0,1,0,75000.0
-122.29,37.81,50.0,760.0,190.0,377.0,122.0,0.9011,3.0901639344262297,6.229508196721311,3.0,0.5039787798408488,0,0,0,1,0,86100.0
-122.3,37.81,52.0,1224.0,237.0,521.0,159.0,1.191,3.2767295597484276,7.69811320754717,4.1645569620253164,0.45489443378119004,0,0,0,1,0,76100.0
-122.3,37.81,48.0,828.0,182.0,392.0,133.0,2.5938,2.9473684210526314,6.225563909774436,3.5494505494505493,0.4642857142857143,0,0,0,1,0,73500.0
-122.3,37.81,52.0,1010.0,209.0,604.0,187.0,1.1667,3.229946524064171,5.401069518716578,3.8325358851674642,0.34602649006622516,0,0,0,1,0,78400.0
-122.3,37.81,48.0,1455.0,354.0,788.0,332.0,0.8056,2.3734939759036147,4.382530120481928,3.110169491525424,0.44923857868020306,0,0,0,1,0,84400.0
-122.29,37.8,52.0,1027.0,244.0,492.0,147.0,2.6094,3.3469387755102042,6.98639455782313,3.209016393442623,0.4959349593495935,0,0,0,1,0,81300.0
-122.3,37.81,52.0,572.0,109.0,274.0,82.0,1.8516,3.341463414634146,6.975609756097561,4.247706422018348,0.3978102189781022,0,0,0,1,0,85000.0
-122.29,37.81,46.0,2801.0,644.0,1823.0,611.0,0.9802,2.983633387888707,4.584288052373159,3.349378881987578,0.3532638507953922,0,0,0,1,0,129200.0
-122.29,37.81,26.0,768.0,152.0,392.0,127.0,1.7719,3.0866141732283463,6.047244094488189,4.052631578947368,0.3877551020408163,0,0,0,1,0,82500.0
-122.29,37.81,46.0,935.0,297.0,582.0,277.0,0.7286,2.101083032490975,3.375451263537906,2.1481481481481484,0.5103092783505154,0,0,0,1,0,95200.0
-122.29,37.81,49.0,844.0,204.0,560.0,152.0,1.75,3.6842105263157894,5.552631578947368,3.1372549019607843,0.36428571428571427,0,0,0,1,0,75000.0
-122.29,37.81,46.0,12.0,4.0,18.0,7.0,0.4999,2.5714285714285716,1.7142857142857142,2.0,0.2222222222222222,0,0,0,1,0,67500.0
-122.29,37.81,20.0,835.0,161.0,290.0,133.0,2.483,2.180451127819549,6.2781954887218046,4.186335403726708,0.5551724137931034,0,0,0,1,0,137500.0
-122.28,37.81,17.0,1237.0,462.0,762.0,439.0,0.9241,1.7357630979498861,2.8177676537585423,1.6774891774891776,0.6062992125984252,0,0,0,1,0,177500.0
-122.28,37.81,36.0,2914.0,562.0,1236.0,509.0,2.4464,2.4282907662082516,5.724950884086444,4.185053380782918,0.4546925566343042,0,0,0,1,0,102100.0
-122.28,37.81,19.0,1207.0,243.0,721.0,207.0,1.1111,3.4830917874396135,5.830917874396135,3.9670781893004117,0.33703190013869627,0,0,0,1,0,108300.0
-122.29,37.81,23.0,1745.0,374.0,1054.0,325.0,0.8026,3.243076923076923,5.369230769230769,3.665775401069519,0.3548387096774194,0,0,0,1,0,112500.0
-122.28,37.8,38.0,684.0,176.0,344.0,155.0,2.0114,2.2193548387096773,4.412903225806452,2.8863636363636362,0.5116279069767442,0,0,0,1,0,131300.0
-122.28,37.81,17.0,924.0,289.0,609.0,289.0,1.5,2.1072664359861593,3.1972318339100347,2.1972318339100347,0.4745484400656814,0,0,0,1,0,162500.0
-122.27,37.81,52.0,210.0,56.0,183.0,56.0,1.1667,3.267857142857143,3.75,2.75,0.30601092896174864,0,0,0,1,0,112500.0
-122.28,37.81,52.0,340.0,97.0,200.0,87.0,1.5208,2.2988505747126435,3.9080459770114944,2.5051546391752577,0.485,0,0,0,1,0,112500.0
-122.28,37.81,52.0,386.0,164.0,346.0,155.0,0.8075,2.232258064516129,2.490322580645161,1.353658536585366,0.47398843930635837,0,0,0,1,0,137500.0
-122.28,37.81,35.0,948.0,184.0,467.0,169.0,1.8088,2.7633136094674557,5.609467455621302,4.1521739130434785,0.39400428265524623,0,0,0,1,0,118800.0
-122.28,37.81,52.0,773.0,143.0,377.0,115.0,2.4083,3.2782608695652176,6.721739130434782,4.405594405594406,0.3793103448275862,0,0,0,1,0,98200.0
-122.27,37.81,40.0,880.0,451.0,582.0,380.0,0.977,1.5315789473684212,2.3157894736842106,0.9512195121951219,0.7749140893470791,0,0,0,1,0,118800.0
-122.27,37.81,10.0,875.0,348.0,546.0,330.0,0.76,1.6545454545454545,2.6515151515151514,1.514367816091954,0.6373626373626373,0,0,0,1,0,162500.0
-122.27,37.8,10.0,105.0,42.0,125.0,39.0,0.9722,3.2051282051282053,2.6923076923076925,1.5,0.336,0,0,0,1,0,137500.0
-122.27,37.8,52.0,249.0,78.0,396.0,85.0,1.2434,4.658823529411765,2.929411764705882,2.1923076923076925,0.19696969696969696,0,0,0,1,0,500001.0
-122.27,37.8,16.0,994.0,392.0,800.0,362.0,2.0938,2.2099447513812156,2.74585635359116,1.5357142857142858,0.49,0,0,0,1,0,162500.0
-122.28,37.8,52.0,96.0,31.0,191.0,34.0,0.75,5.617647058823529,2.823529411764706,2.096774193548387,0.16230366492146597,0,0,0,1,0,162500.0
-122.27,37.79,27.0,1055.0,347.0,718.0,302.0,2.6354,2.377483443708609,3.493377483443709,2.0403458213256482,0.4832869080779944,0,0,0,1,0,187500.0
-122.27,37.8,39.0,1715.0,623.0,1327.0,467.0,1.8477,2.841541755888651,3.6723768736616704,1.752808988764045,0.4694800301431801,0,0,0,1,0,179200.0
-122.26,37.8,36.0,5329.0,2477.0,3469.0,2323.0,2.0096,1.493327593628928,2.294016358157555,1.1513928138877674,0.7140386278466417,0,0,0,1,0,130000.0
-122.26,37.82,31.0,4596.0,1331.0,2048.0,1180.0,2.8345,1.735593220338983,3.8949152542372882,2.4530428249436516,0.64990234375,0,0,0,1,0,183800.0
-122.26,37.81,29.0,335.0,107.0,202.0,91.0,2.0062,2.21978021978022,3.681318681318681,2.130841121495327,0.5297029702970297,0,0,0,1,0,125000.0
-122.26,37.82,22.0,3682.0,1270.0,2024.0,1250.0,1.2185,1.6192,2.9456,1.8992125984251969,0.6274703557312253,0,0,0,1,0,170000.0
-122.26,37.82,37.0,3633.0,1085.0,1838.0,980.0,2.6104,1.8755102040816327,3.7071428571428573,2.3483870967741933,0.5903155603917302,0,0,0,1,0,193100.0
-122.25,37.81,29.0,4656.0,1414.0,2304.0,1250.0,2.4912,1.8432,3.7248,2.292786421499293,0.6137152777777778,0,0,0,1,0,257800.0
-122.25,37.81,28.0,5806.0,1603.0,2563.0,1497.0,3.2177,1.7120908483633934,3.8784235136940546,2.621958827199002,0.6254389387436597,0,0,0,1,0,273400.0
-122.25,37.81,39.0,854.0,242.0,389.0,228.0,3.125,1.706140350877193,3.745614035087719,2.5289256198347108,0.622107969151671,0,0,0,1,0,237500.0
-122.25,37.81,52.0,2155.0,701.0,895.0,613.0,2.5795,1.4600326264274062,3.5154975530179446,2.074179743223966,0.7832402234636872,0,0,0,1,0,350000.0
-122.26,37.81,34.0,5871.0,1914.0,2689.0,1789.0,2.8406,1.5030743432084963,3.281721632196758,2.0673981191222572,0.7117887690591298,0,0,0,1,0,335700.0
-122.24,37.82,52.0,1509.0,225.0,674.0,244.0,4.9306,2.762295081967213,6.184426229508197,5.706666666666667,0.33382789317507416,0,0,0,1,0,313400.0
-122.24,37.81,52.0,2026.0,482.0,709.0,456.0,3.2727,1.5548245614035088,4.442982456140351,3.203319502074689,0.6798307475317349,0,0,0,1,0,268500.0
-122.25,37.81,52.0,1758.0,460.0,686.0,422.0,3.1691,1.6255924170616114,4.165876777251185,2.8217391304347825,0.6705539358600583,0,0,0,1,0,259400.0
-122.24,37.82,52.0,3481.0,751.0,1444.0,718.0,3.9,2.011142061281337,4.848189415041783,3.6351531291611185,0.5200831024930748,0,0,0,1,0,275700.0
-122.25,37.82,28.0,3337.0,855.0,1520.0,802.0,3.9063,1.8952618453865338,4.160847880299252,2.902923976608187,0.5625,0,0,0,1,0,225000.0
-122.25,37.82,52.0,1424.0,289.0,550.0,253.0,5.0917,2.1739130434782608,5.628458498023716,3.9273356401384083,0.5254545454545455,0,0,0,1,0,262500.0
-122.25,37.82,32.0,3809.0,1098.0,1806.0,1022.0,2.6429,1.7671232876712328,3.7270058708414875,2.4690346083788706,0.6079734219269103,0,0,0,1,0,218500.0
-122.25,37.82,26.0,3959.0,1196.0,1749.0,1217.0,3.0233,1.4371405094494658,3.2530813475760065,2.310200668896321,0.6838193253287593,0,0,0,1,0,255000.0
-122.25,37.83,52.0,2376.0,559.0,939.0,519.0,3.1484,1.8092485549132948,4.578034682080925,3.250447227191413,0.5953141640042598,0,0,0,1,0,224100.0
-122.25,37.83,35.0,1613.0,428.0,675.0,422.0,3.4722,1.599526066350711,3.822274881516588,2.7686915887850465,0.6340740740740741,0,0,0,1,0,243100.0
-122.25,37.83,52.0,1279.0,287.0,534.0,291.0,3.1429,1.8350515463917525,4.3951890034364265,3.456445993031359,0.5374531835205992,0,0,0,1,0,231600.0
-122.25,37.83,28.0,5022.0,1750.0,2558.0,1661.0,2.4234,1.5400361228175798,3.0234798314268514,1.8697142857142857,0.6841282251759186,0,0,0,1,0,218500.0
-122.25,37.83,52.0,4190.0,1105.0,1786.0,1037.0,3.0897,1.7222757955641272,4.040501446480231,2.7918552036199094,0.6187010078387458,0,0,0,1,0,234100.0
-122.23,37.84,50.0,2515.0,399.0,970.0,373.0,5.8596,2.6005361930294906,6.742627345844504,5.303258145363409,0.411340206185567,0,0,0,1,0,327600.0
-122.23,37.84,47.0,3175.0,454.0,1098.0,485.0,5.2868,2.263917525773196,6.546391752577319,5.993392070484582,0.4134790528233151,0,0,0,1,0,347600.0
-122.24,37.83,41.0,2576.0,406.0,794.0,376.0,5.956,2.1117021276595747,6.851063829787234,5.344827586206897,0.5113350125944585,0,0,0,1,0,366100.0
-122.24,37.85,37.0,334.0,54.0,98.0,47.0,4.9643,2.0851063829787235,7.1063829787234045,5.185185185185185,0.5510204081632653,0,0,0,1,0,335000.0
-122.23,37.85,52.0,2800.0,411.0,1061.0,403.0,6.3434,2.632754342431762,6.947890818858561,5.81265206812652,0.38737040527803956,0,0,0,1,0,373600.0
-122.24,37.84,52.0,3529.0,574.0,1177.0,555.0,5.1773,2.120720720720721,6.358558558558559,5.148083623693379,0.4876805437553101,0,0,0,1,0,389500.0
-122.24,37.85,52.0,2612.0,365.0,901.0,367.0,7.2354,2.455040871934605,7.11716621253406,6.156164383561644,0.4051054384017758,0,0,0,1,0,391100.0
-122.22,37.85,28.0,5287.0,1048.0,2031.0,956.0,5.457,2.1244769874476988,5.5303347280334725,4.044847328244275,0.5160019694731659,0,0,0,1,0,337300.0
-122.22,37.84,50.0,2935.0,473.0,1031.0,479.0,7.5,2.152400835073069,6.127348643006263,5.20507399577167,0.45877788554801163,0,0,0,1,0,295200.0
-122.21,37.84,44.0,3424.0,597.0,1358.0,597.0,6.0194,2.274706867671692,5.735343383584589,4.735343383584589,0.43961708394698085,0,0,0,1,0,292300.0
-122.21,37.83,40.0,4991.0,674.0,1616.0,654.0,7.5544,2.470948012232416,7.631498470948012,6.405044510385757,0.41707920792079206,0,0,0,1,0,411500.0
-122.2,37.84,30.0,2211.0,346.0,844.0,343.0,6.0666,2.4606413994169096,6.446064139941691,5.390173410404624,0.4099526066350711,0,0,0,1,0,311500.0
-122.21,37.84,34.0,3038.0,490.0,1140.0,496.0,7.0548,2.2983870967741935,6.125,5.2,0.4298245614035088,0,0,0,1,0,325900.0
-122.19,37.84,18.0,1617.0,210.0,533.0,194.0,11.6017,2.747422680412371,8.335051546391753,6.7,0.39399624765478425,0,0,0,1,0,392600.0
-122.2,37.84,35.0,2865.0,460.0,1072.0,443.0,7.4882,2.419864559819413,6.467268623024831,5.228260869565218,0.4291044776119403,0,0,0,1,0,319300.0
-122.21,37.83,34.0,5065.0,788.0,1627.0,766.0,6.8976,2.1240208877284594,6.6122715404699735,5.427664974619289,0.4843269821757836,0,0,0,1,0,333300.0
-122.19,37.83,28.0,1326.0,184.0,463.0,190.0,8.2049,2.4368421052631577,6.978947368421053,6.206521739130435,0.39740820734341253,0,0,0,1,0,335200.0
-122.2,37.83,26.0,1589.0,223.0,542.0,211.0,8.401,2.5687203791469195,7.530805687203792,6.125560538116592,0.4114391143911439,0,0,0,1,0,351200.0
-122.19,37.83,29.0,1791.0,271.0,661.0,269.0,6.8538,2.45724907063197,6.657992565055762,5.608856088560886,0.40998487140695916,0,0,0,1,0,368900.0
-122.19,37.82,32.0,1835.0,264.0,635.0,263.0,8.317,2.414448669201521,6.977186311787072,5.950757575757576,0.415748031496063,0,0,0,1,0,365900.0
-122.2,37.82,37.0,1229.0,181.0,420.0,176.0,7.0175,2.3863636363636362,6.982954545454546,5.790055248618785,0.430952380952381,0,0,0,1,0,366700.0
-122.2,37.82,39.0,3770.0,534.0,1265.0,500.0,6.3302,2.53,7.54,6.059925093632959,0.42213438735177866,0,0,0,1,0,362800.0
-122.18,37.81,30.0,292.0,38.0,126.0,52.0,6.3624,2.423076923076923,5.615384615384615,6.684210526315789,0.30158730158730157,0,0,0,1,0,483300.0
-122.21,37.82,52.0,2375.0,333.0,813.0,350.0,7.0549,2.322857142857143,6.785714285714286,6.132132132132132,0.4095940959409594,0,0,0,1,0,331400.0
-122.2,37.81,45.0,2964.0,436.0,1067.0,426.0,6.7851,2.504694835680751,6.957746478873239,5.798165137614679,0.408622305529522,0,0,0,1,0,323500.0
-122.21,37.8,50.0,2833.0,605.0,1260.0,552.0,2.8929,2.282608695652174,5.132246376811594,3.6826446280991734,0.4801587301587302,0,0,0,1,0,216700.0
-122.21,37.8,38.0,2254.0,535.0,951.0,487.0,3.0812,1.9527720739219712,4.628336755646817,3.2130841121495326,0.562565720294427,0,0,0,1,0,233100.0
-122.21,37.81,52.0,1389.0,212.0,510.0,224.0,5.2402,2.2767857142857144,6.200892857142857,5.55188679245283,0.41568627450980394,0,0,0,1,0,296400.0
-122.22,37.81,52.0,1971.0,335.0,765.0,308.0,6.5217,2.4837662337662336,6.39935064935065,4.883582089552239,0.43790849673202614,0,0,0,1,0,273700.0
-122.22,37.8,52.0,2183.0,465.0,1129.0,460.0,3.2632,2.4543478260869565,4.745652173913044,3.6946236559139787,0.41186891054030117,0,0,0,1,0,227700.0
-122.22,37.8,52.0,2286.0,464.0,1073.0,441.0,3.0298,2.433106575963719,5.183673469387755,3.9267241379310347,0.43243243243243246,0,0,0,1,0,199600.0
-122.22,37.8,52.0,2721.0,541.0,1185.0,515.0,4.5428,2.3009708737864076,5.283495145631068,4.029574861367838,0.45654008438818566,0,0,0,1,0,239800.0
-122.22,37.81,52.0,2024.0,339.0,756.0,340.0,4.072,2.223529411764706,5.952941176470588,4.9705014749262535,0.44841269841269843,0,0,0,1,0,270100.0
-122.22,37.81,52.0,2944.0,536.0,1034.0,521.0,5.3509,1.9846449136276392,5.65067178502879,4.492537313432836,0.5183752417794971,0,0,0,1,0,302100.0
-122.23,37.8,52.0,2033.0,486.0,787.0,459.0,3.1603,1.7145969498910676,4.429193899782135,3.183127572016461,0.6175349428208387,0,0,0,1,0,269500.0
-122.23,37.81,52.0,1433.0,229.0,612.0,213.0,4.7708,2.8732394366197185,6.727699530516432,5.25764192139738,0.3741830065359477,0,0,0,1,0,314700.0
-122.22,37.81,52.0,2927.0,402.0,1021.0,380.0,8.1564,2.6868421052631577,7.7026315789473685,6.281094527363184,0.39373163565132224,0,0,0,1,0,390100.0
-122.23,37.81,52.0,2315.0,292.0,861.0,258.0,8.8793,3.3372093023255816,8.972868217054264,6.928082191780822,0.33914053426248547,0,0,0,1,0,410300.0
-122.24,37.81,52.0,2485.0,313.0,953.0,327.0,6.8591,2.914373088685015,7.599388379204893,6.939297124600639,0.3284365162644281,0,0,0,1,0,352400.0
-122.24,37.81,52.0,1490.0,238.0,634.0,256.0,6.0302,2.4765625,5.8203125,5.260504201680672,0.3753943217665615,0,0,0,1,0,287300.0
-122.23,37.81,52.0,2814.0,365.0,878.0,352.0,7.508,2.4943181818181817,7.994318181818182,6.7095890410958905,0.4157175398633257,0,0,0,1,0,348700.0
-122.24,37.81,52.0,2093.0,550.0,918.0,483.0,2.7477,1.9006211180124224,4.333333333333333,2.8054545454545456,0.599128540305011,0,0,0,1,0,243800.0
-122.24,37.8,52.0,888.0,168.0,360.0,175.0,2.1944,2.057142857142857,5.074285714285714,4.285714285714286,0.4666666666666667,0,0,0,1,0,211500.0
-122.25,37.8,52.0,2087.0,510.0,1197.0,488.0,3.0149,2.4528688524590163,4.276639344262295,3.092156862745098,0.42606516290726815,0,0,0,1,0,218400.0
-122.24,37.81,52.0,2513.0,502.0,1048.0,518.0,3.675,2.023166023166023,4.851351351351352,4.00597609561753,0.47900763358778625,0,0,0,1,0,269900.0
-122.25,37.81,46.0,3232.0,835.0,1373.0,747.0,3.225,1.8380187416331994,4.326639892904953,2.8706586826347307,0.6081573197378004,0,0,0,1,0,218800.0
-122.25,37.8,42.0,4120.0,1065.0,1715.0,1015.0,2.9345,1.6896551724137931,4.059113300492611,2.868544600938967,0.6209912536443148,0,0,0,1,0,225000.0
